text,term,polarity
It's so quick and responsive that it makes working/surfing on a computer so much more pleasurable!,surfing,positive
"It works fine, and all the software seems to run pretty well.",works,positive
"It works fine, and all the software seems to run pretty well.",software,positive
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",word processing,neutral
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",web browsing,neutral
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",gaming,neutral
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",programming,neutral
"My wife was so excited to open the box, but quickly came to see that it did not function as it should.",function,negative
"I wanted a computer that was quite, fast, and that had overall great performance.",performance,neutral
"Apple ""Help"" is a mixed bag.","Apple ""Help""",negative
It suddenly can not work.,work,negative
"Harddrive was in poor condition, had to replace it.",Harddrive,negative
The on/off switch is a bit obscure in the rear corner.,on/off switch,negative
My only complaint is the total lack of instructions that come with the mac mini.,instructions,negative
"The only task that this computer would not be good enough for would be gaming, otherwise the integrated Intel 4000 graphics work well for other tasks.",gaming,negative
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",content creation,positive
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",Audio,positive
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",video,positive
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",photo editing,positive
Screen is bright and gorgeous.,Screen,positive
"The only solution is to turn the brightness down, etc.",brightness,neutral
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,neutral
"It is robust, with a friendly use as all Apple products.",use,positive
It is fast and easy to use.,use,positive
And the fact that it comes with an i5 processor definitely speeds things up,i5 processor,positive
I have been PC for years but this computer is intuitive and its built in features are a great help,built in features,positive
"Nice screen, keyboard works great!",screen,positive
"Nice screen, keyboard works great!",keyboard,positive
I was amazed at how fast the delivery was.,delivery,positive
I've installed to it additional SSD and 16Gb RAM.,SSD,neutral
I've installed to it additional SSD and 16Gb RAM.,16Gb RAM,neutral
The memory was gone and it was not able to be used.,memory,negative
It works great and I am so happy I bought it.,works,positive
"I like the design and ease of use with the keyboard, plenty of ports.",design,positive
"I like the design and ease of use with the keyboard, plenty of ports.",keyboard,positive
"I like the design and ease of use with the keyboard, plenty of ports.",ports,positive
it definitely beats my old mac and the service was great.,service,positive
Web browsing is very quick with Safari browser.,Web browsing,positive
Web browsing is very quick with Safari browser.,Safari browser,positive
I like the lighted screen at night.,lighted screen,positive
It is really easy to use and it is quick to start up.,use,positive
It is really easy to use and it is quick to start up.,start up,positive
I've lived with the crashes and slow operation and restarts.,operation,negative
USB3 Peripherals are noticably less expensive than the ThunderBolt ones.,USB3 Peripherals,positive
USB3 Peripherals are noticably less expensive than the ThunderBolt ones.,ThunderBolt,negative
And mine had broke but I sent it in under warranty-no problems.,warranty,positive
"It's fast, light, and is perfect for media editing, which is mostly why I bought it in the first place.",media editing,positive
"The battery lasts as advertised (give or take 15-20 minutes), and the entire user experience is very elegant.",battery,positive
"The battery lasts as advertised (give or take 15-20 minutes), and the entire user experience is very elegant.",user experience,positive
Thanks for the fast shipment and great price.,shipment,positive
Thanks for the fast shipment and great price.,price,positive
"!Excelent performance, usability, presentation and time response.",performance,positive
"!Excelent performance, usability, presentation and time response.",usability,positive
"!Excelent performance, usability, presentation and time response.",presentation,positive
"!Excelent performance, usability, presentation and time response.",time response,positive
The smaller size was a bonus because of space restrictions.,size,positive
I blame the Mac OS.,Mac OS,negative
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Legacy programs,neutral
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Appleworks,neutral
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",FileMaker Pro,neutral
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Quicken,neutral
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Photoshop,neutral
I like the operating system.,operating system,positive
I love the form factor.,form factor,positive
It's fast at loading the internet.,loading the internet,positive
So much faster and sleeker looking.,looking,positive
"Unfortunately, it runs XP and Microsoft is dropping support next April.",XP,neutral
"Unfortunately, it runs XP and Microsoft is dropping support next April.",support,negative
"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on.",OS,positive
"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on.",overall build,positive
"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on.",keyboard,positive
It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.,construction,positive
It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.,system,neutral
Very nice unibody construction.,unibody construction,positive
"This Macbook Pro is fast, powerful, and runs super quiet and cool.",runs,positive
It's ok but doesn't have a disk drive which I didn't know until after I bought it.,disk drive,neutral
"There is no HDMI receptacle, nor is there an SD card slot located anywhere on the device.",HDMI receptacle,neutral
"There is no HDMI receptacle, nor is there an SD card slot located anywhere on the device.",SD card slot,neutral
It came in brand new and works perfectly.,works,positive
"It shouldn't happen like that, I don't have any design app open or anything.",design app,neutral
MY TRACKPAD IS NOT WORKING.,TRACKPAD,negative
"It looks and feels solid, with a flawless finish.",finish,positive
"It looks and feels solid, with a flawless finish.",looks,positive
"It looks and feels solid, with a flawless finish.",feels,positive
Price was higher when purchased on MAC when compared to price showing on PC when I bought this product.,Price,negative
Price was higher when purchased on MAC when compared to price showing on PC when I bought this product.,price,positive
Then the system would many times not power down without a forced power-off.,system,negative
Then the system would many times not power down without a forced power-off.,power down,negative
The configuration is perfect for my needs.,configuration,positive
and the speakers is the worst ever.,speakers,negative
"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",looks,positive
"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",use,positive
"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",trackpad,positive
Web surfuring is smooth and seamless.,Web surfuring,positive
I'm overall pleased with the interface and the portability of this product.,interface,positive
I'm overall pleased with the interface and the portability of this product.,portability,positive
"This item is a beautiful piece, it works well, it is easy to carry and handle.",works,positive
"This item is a beautiful piece, it works well, it is easy to carry and handle.",carry,positive
"This item is a beautiful piece, it works well, it is easy to carry and handle.",handle,positive
"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime.",performance,negative
"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime.",battery lifetime,negative
"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime.",hardware (keyboard),negative
"Runs good and does the job, can't complain about that!",Runs,positive
It's silent and has a very small footprint on my desk.,footprint,positive
The exterior is absolutely gorgeous.,exterior,positive
"It has a very high performance, just for what I needed for.",performance,positive
Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset.,intel 4000 graphics chipset,neutral
Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset.,design,neutral
OSX Mountain Lion  soon to upgrade to Mavericks.,OSX Mountain Lion,neutral
OSX Mountain Lion  soon to upgrade to Mavericks.,Mavericks,neutral
"I just bought the new MacBook Pro, the 13"" model, and I can't believe Apple keeps making the same mistake with regard to USB ports.",USB ports,negative
It wakes in less than a second when I open the lid.,lid,neutral
It wakes in less than a second when I open the lid.,wakes,positive
It is the perfect size and speed for me.,size,positive
It is the perfect size and speed for me.,speed,positive
THE CUSTOMER SERVICE IS TERRIFIC!!,CUSTOMER SERVICE,positive
"My last laptop was a 17"" ASUS gaming machine, which performed admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago.",performed,positive
"However, it did not have any scratches, ZERO battery cycle count (pretty surprised), and all the hardware seemed to be working perfectly.",battery cycle count,positive
"However, it did not have any scratches, ZERO battery cycle count (pretty surprised), and all the hardware seemed to be working perfectly.",hardware,positive
After fumbling around with the OS I started searching the internet for a fix and found a number of forums on fixing the issue.,OS,negative
And as for all the fancy finger swipes -- I just gave up and attached a mouse.,finger swipes,negative
And as for all the fancy finger swipes -- I just gave up and attached a mouse.,mouse,neutral
"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem.",storage,neutral
"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem.",screen,neutral
"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem.",photoshop,neutral
I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $400  old HP laptop.,Mac OS,positive
I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $400  old HP laptop.,speaker quality,negative
Shipped very quickly and safely.,Shipped,positive
The thunderbolt port is awesome!,thunderbolt port,positive
The performance is definitely superior to any computer I've ever put my hands on.,performance,positive
It's great for streaming video and other entertainment uses.,streaming video,positive
It's great for streaming video and other entertainment uses.,entertainment uses,positive
I like the design and its features but there are somethings I think needs to be improved.,design,positive
I like the design and its features but there are somethings I think needs to be improved.,features,positive
There were small problems with Mac office.,Mac office,negative
I understand I should call Apple Tech Support about any variables(which is my purpose of writing this con) as variables could be a bigger future problem.,Apple Tech Support,neutral
"I ordered my 2012 mac mini after being disappointed with spec of the new 27"" Imacs.",spec,negative
"It still works and it's extremely user friendly, so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things",works,positive
"Its fast, easy to use and it looks great.",use,positive
"Its fast, easy to use and it looks great.",looks,positive
(but Office can be purchased) IF I ever need a laptop again I am for sure purchasing another Toshiba!!,Office,neutral
I haven't tried the one with retina display... Maybe in the future.,retina display,neutral
"Performance is much much better on the Pro, especially if you install an SSD on it.",Performance,positive
"Performance is much much better on the Pro, especially if you install an SSD on it.",SSD,positive
"Note, however, that any existing MagSafe accessories you have will not work with the MagSafe 2 connection.",MagSafe accessories,neutral
"Note, however, that any existing MagSafe accessories you have will not work with the MagSafe 2 connection.",MagSafe 2 connection,negative
"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.",touchpad,negative
"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.",mouse,neutral
"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet, actually the fans aren't audible unlike my old pc",runs,positive
"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet, actually the fans aren't audible unlike my old pc",fans,positive
MAYBE The Mac OS improvement were not The product they Want to offer.,Mac OS,negative
I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem.,Mac ecosystem,neutral
It's absolutely wonderful and worth the price!,price,positive
I am please with the products ease of use; out of the box ready; appearance and functionality.,use,positive
I am please with the products ease of use; out of the box ready; appearance and functionality.,appearance,positive
I am please with the products ease of use; out of the box ready; appearance and functionality.,functionality,positive
Perfect for all my graphic design classes I'm taking this year in college :-),graphic design,positive
I will not be using that slot again.,slot,negative
"The OS is fast and fluid, everything is organized and it's just beautiful.",OS,positive
They are simpler to use.,use,positive
!so nice .. stable .. fast .. now i got my SSD !,SSD,positive
"Also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga.",built-in camera,neutral
"Also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga.",voice recording,negative
I love the quick start up.,start up,positive
You just cannot beat the functionality of an Apple device.,functionality,positive
Yet my mac continues to function properly.,function,positive
Graphics are much improved.,Graphics,positive
"Here are the things that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction.",Build Quality,positive
"Here are the things that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction.",unibody construction,positive
It provides much more flexibility for connectivity.,flexibility for connectivity,positive
"I want the portability of a tablet, without the limitations of a tablet and that's where this laptop comes into play.",portability,positive
Mac tutorials do help.,Mac tutorials,positive
The technical support was not helpful as well.,technical support,negative
I got the new adapter and there was no change.,adapter,neutral
so i called technical support.,technical support,neutral
Came with iPhoto and garage band already loaded.,iPhoto,neutral
Came with iPhoto and garage band already loaded.,garage band,neutral
"Logic board utterly fried, cried, and laid down and died.",Logic board,positive
The sound was crappy even when you turn up the volume still the same results.,sound,negative
The sound was crappy even when you turn up the volume still the same results.,volume,negative
OSX Lion is a great performer..extremely fast and reliable.,OSX Lion,positive
"Having heard from friends and family about how reliable a Mac product is, I never expected to have an application crash within the first month, but I did.",application,negative
The Macbook pro's physical form is wonderful.,physical form,positive
The Mini's body hasn't changed since late 2010- and for a good reason.,body,positive
The unibody construction really does feel lot more solid than Apple's previous laptops.,unibody construction,positive
3D rendering slows it down considerably.,3D rendering,negative
Got this Mac Mini with OS X Mountain Lion for my wife.,OS X Mountain Lion,neutral
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",screen,positive
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",apps,positive
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",priced,neutral
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",cost,neutral
12.44 seconds to boot.,boot,neutral
All the ports are much needed since this is my main computer.,ports,neutral
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",Quad-Core 2.5 GHz CPU,neutral
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",Radeon HD 6750M 512MB graphic card,neutral
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",integrated Intel 4000 card,neutral
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",wireless Apple Keyboard and Mouse,neutral
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",package,positive
Put a cover on it and is a little better but that is my only complaint.,cover,neutral
Within a few hours I was using the gestures unconsciously.,gestures,positive
This mac does come with an extender cable and I'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.,extender cable,neutral
This mac does come with an extender cable and I'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.,cable,positive
The 2.9ghz dual-core i7 chip really out does itself.,2.9ghz dual-core i7 chip,positive
It is pretty snappy and starts up in about 30 seconds which is good enough for me.,starts up,positive
Not sure on Windows 8.,Windows 8,neutral
My one complaint is that there was no internal CD drive.,internal CD drive,negative
This newer netbook has no hard drive or network lights.,hard drive,neutral
This newer netbook has no hard drive or network lights.,network lights,neutral
"I was having a though time deciding between the 13"" MacBook Air or the MacBook Pro 13"" (Both baseline models, priced at 1,200 $ retail)",priced,neutral
Not too expense and has enough storage for most users and many ports.,storage,positive
Not too expense and has enough storage for most users and many ports.,ports,positive
The audio volume is quite low and virtually unusable in a room with any background activity.,audio volume,negative
It is lightweight and the perfect size to carry to class.,size,positive
I was given a demonstration of Windows 8.,Windows 8,neutral
The MBP is beautiful has many wonderful capabilities.,capabilities,positive
"I thought that it will be fine, if i do some settings.",settings,neutral
Runs very smoothly.,Runs,positive
Boot-up slowed significantly after all Windows updates were installed.,Boot-up,negative
Boot-up slowed significantly after all Windows updates were installed.,Windows updates,negative
More likely it will require replacing the logic board once they admit they have a problem and come up with a solution.,logic board,negative
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",internet,positive
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",word processing,positive
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",graphic design,positive
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",gaming,positive
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",setup,positive
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",install,positive
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",tutorial,neutral
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",features,neutral
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",right mouse click menu,neutral
Runs real quick.,Runs,positive
Buy the separate RAM memory and you will have a rocket!,RAM memory,positive
"Since the machine's slim profile is critical to me, that was a problem.",profile,negative
"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required.",disk drive,positive
"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required.",USB ports,positive
"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required.",WiFi capability,positive
"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not.",SD card reader,negative
"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not.",nail slot on the card,negative
"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not.",slot,negative
"Soft touch, anodized aluminum with laser cut precision and no flaws.",touch,positive
"Soft touch, anodized aluminum with laser cut precision and no flaws.",anodized aluminum,positive
"Simple details, crafted aluminium and real glass make this laptop blow away the other plastic ridden, bulky sticker filled laptops.",aluminium,positive
"Simple details, crafted aluminium and real glass make this laptop blow away the other plastic ridden, bulky sticker filled laptops.",glass,positive
First of all yes this is a mac and it has that nice brushed aluminum .,aluminum,positive
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",16GB of RAM,neutral
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",Seagate Momentus XT hybrid drives,neutral
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",OWC upgrade kit,neutral
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",hard drive,neutral
"The Dell Inspiron is fast and has a number pad on the keyboard, which I miss on my Apple laptops.",number pad on the keyboard,positive
I was concerned that the downgrade to the regular hard drive would make it unacceptably slow but I need not have worried - this machine is the fastest I have ever owned...,regular hard drive,positive
This one still has the CD slot.,CD slot,neutral
No HDMI port.,HDMI port,neutral
I had to install Mountain Lion and it took a good two hours.,install Mountain Lion,negative
Customization on mac is impossible.,Customization,negative
I am replacing the HD with a Micron SSD soon.,HD,neutral
I am replacing the HD with a Micron SSD soon.,Micron SSD,neutral
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,two finger clicking,positive
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,right click button,neutral
The SuperDrive is quiet.,SuperDrive,positive
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,power plug,negative
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,power adaptor,neutral
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,battery,neutral
"The battery was completely dead, in fact it had grown about a quarter inch thick lump on the underside.",battery,negative
if yo like practicality this is the laptop for you.,practicality,positive
The OS is great.,OS,positive
I tried several monitors and several HDMI cables and this was the case each time.,monitors,neutral
I tried several monitors and several HDMI cables and this was the case each time.,HDMI cables,neutral
"CONS: Price is a bit ridiculous, kinda heavy.",Price,negative
The troubleshooting said it was the AC adaptor so we ordered a new one.,AC adaptor,neutral
Fan only comes on when you are playing a game.,Fan,neutral
Fan only comes on when you are playing a game.,playing a game,neutral
"Which it did not have, only 3 USB 2 ports.",USB 2 ports,neutral
No startup disk was not included but that may be my fault.,startup disk,neutral
"There is no ""tools"" menu.","""tools"" menu",neutral
It is very fast and has everything that I need except for a word program.,word program,negative
Needs a CD/DVD drive and a bigger power switch.,CD/DVD drive,neutral
Needs a CD/DVD drive and a bigger power switch.,power switch,negative
My laptop with Windows 7 crashed and I did not want Windows 8.,Windows 7,negative
My laptop with Windows 7 crashed and I did not want Windows 8.,Windows 8,negative
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,install,positive
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,configure for ADSl cable or wifi,positive
Nice packing.,packing,positive
"I switched to this because I wanted something different, even though I miss windows.",windows,positive
"Apple no longer includes iDVD with the computer and furthermore, Apple doesn't even offer it anymore!",iDVD,negative
"I also wanted Windows 7, which this one has.",Windows 7,positive
"At first, I feel a little bit uncomfortable in using the Mac system.",Mac system,negative
I am used to computers with windows so I am having a little difficulty finding my way around.,windows,neutral
It just works out of the box and you have a lot of cool software included with the OS.,works,positive
It just works out of the box and you have a lot of cool software included with the OS.,software,positive
It just works out of the box and you have a lot of cool software included with the OS.,OS,neutral
its as advertised on here..... it works great and is not a waste of money!,works,positive
Runs like a champ.....,Runs,positive
Premium price for the OS more than anything else.,price,positive
Premium price for the OS more than anything else.,OS,neutral
"I was a little concerned about the touch pad based on reviews, but I've found it fine to work with.",touch pad,positive
"The sound as mentioned earlier isn't the best, but it can be solved with headphones.",headphones,neutral
"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",OS,positive
"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",application,positive
"If you ask me, for this price it should be included.",price,negative
The battery is not as shown in the product photos.,battery,negative
Shipping was quick and product described was the product sent and so much more...,Shipping,positive
the retina display display make pictures i took years ago jaw dropping.,retina display display,positive
The Mac Mini is probably the simplest example of compact computing out there.,compact computing,positive
"Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated decision on which Mac to buy.",performance and feature set of the hardware,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",ports,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",FireWire 800,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",Gigabit Ethernet,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",MagSafe port,neutral
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",Microphone jack,neutral
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",ventilation system,negative
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",watching videos,neutral
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",playing steam games,neutral
"Chatting with Acer support, I was advised the problem was corrupted operating system files.",Acer support,neutral
"Chatting with Acer support, I was advised the problem was corrupted operating system files.",operating system files,neutral
It's been a couple weeks since the purchase and I'm struggle with finding the correct keys (but that was expected).,keys,neutral
"Many people complain about the new OS, and it's urgent for Apple to fix it asap!",OS,negative
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,Lion,positive
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,MAC OS,positive
User upgradeable RAM and HDD.,RAM,positive
User upgradeable RAM and HDD.,HDD,positive
But I wanted the Pro for the CD/DVD player.,CD/DVD player,positive
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,os.x,neutral
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,windows,positive
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,windows,neutral
With the softwares supporting the use of other OS makes it much better.,OS,neutral
With the softwares supporting the use of other OS makes it much better.,softwares,neutral
"I then upgraded to Mac OS X 10.8 ""Mountain Lion"".","Mac OS X 10.8 ""Mountain Lion""",neutral
"I was considering buying the Air, but in reality, this one has a more powerful performance and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.",performance,positive
"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important.",built in screen size,neutral
"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important.","external 24"" LCD screen",neutral
Just beware no DVD slot so when I went to install software I had on CD I couldn't.,install software,negative
Just beware no DVD slot so when I went to install software I had on CD I couldn't.,DVD slot,neutral
"I bought it to be able to dedicate a small, portable laptop to my writing and was surprised to learn that I needed to buy a word processing program to do so.",word processing program,neutral
"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","third-generation CPU (""Ivy Bridge"")",neutral
"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.",fourth-generation Haswell CPU,neutral
No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,Cd Rom,neutral
No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,features,negative
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer,volume,negative
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer,volume,negative
and its not hard to accidentally bang it against something so i recommend getting a case to protect it.,case,neutral
I got this at an amazing price from Amazon and it arrived just in time.,price,positive
"Every time I log into the system after a few hours, there is this endlessly frustrating process that I have to go through.",log into the system,negative
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!","21"" LED screen",neutral
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!",SSD,neutral
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!",set up,positive
"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",case,negative
"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",external power supply,neutral
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",wireless mouse,neutral
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",pad,negative
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",works,positive
